hsaID,geneID,Gene,Pathway
hsa05133,51806,CALML5,Pertussis
hsa05133,6372,CXCL6,Pertussis
hsa05133,716,C1S,Pertussis
hsa05133,3684,ITGAM,Pertussis
hsa05133,51561,IL23A,Pertussis
hsa05133,3552,IL1A,Pertussis
hsa05133,717,C2,Pertussis
hsa05133,2353,FOS,Pertussis
hsa05133,3593,IL12B,Pertussis
hsa05133,387,RHOA,Pertussis
hsa05133,5600,MAPK11,Pertussis
hsa05133,2770,GNAI1,Pertussis
hsa05133,6374,CXCL5,Pertussis
hsa05133,3725,JUN,Pertussis
hsa05133,6300,MAPK12,Pertussis
hsa05133,3576,CXCL8,Pertussis
hsa05133,10392,NOD1,Pertussis
hsa05133,7099,TLR4,Pertussis
hsa05133,3569,IL6,Pertussis
hsa05133,3592,IL12A,Pertussis
hsa05133,3678,ITGA5,Pertussis
hsa05133,3586,IL10,Pertussis
hsa05133,722,C4BPA,Pertussis
hsa05133,718,C3,Pertussis
hsa05133,727,C5,Pertussis
hsa05133,7124,TNF,Pertussis
hsa05134,1378,CR1,Legionellosis
hsa05134,1915,EEF1A1,Legionellosis
hsa05134,7124,TNF,Legionellosis
hsa05134,3593,IL12B,Legionellosis
hsa05134,3576,CXCL8,Legionellosis
hsa05134,4792,NFKBIA,Legionellosis
hsa05134,3305,HSPA1L,Legionellosis
hsa05134,7100,TLR5,Legionellosis
hsa05134,7099,TLR4,Legionellosis
hsa05134,7097,TLR2,Legionellosis
hsa05134,718,C3,Legionellosis
hsa05134,4671,NAIP,Legionellosis
hsa05134,2921,CXCL3,Legionellosis
hsa05134,3592,IL12A,Legionellosis
hsa05134,3569,IL6,Legionellosis
hsa05134,3684,ITGAM,Legionellosis
hsa05134,3310,HSPA6,Legionellosis
hsa05135,10094,ARPC3,Yersinia infection
hsa05135,71,ACTG1,Yersinia infection
hsa05135,5608,MAP2K6,Yersinia infection
hsa05135,925,CD8A,Yersinia infection
hsa05135,6347,CCL2,Yersinia infection
hsa05135,4792,NFKBIA,Yersinia infection
hsa05135,3586,IL10,Yersinia infection
hsa05135,387,RHOA,Yersinia infection
hsa05135,3569,IL6,Yersinia infection
hsa05135,3456,IFNB1,Yersinia infection
hsa05135,3558,IL2,Yersinia infection
hsa05135,27040,LAT,Yersinia infection
hsa05135,926,CD8B,Yersinia infection
hsa05135,3576,CXCL8,Yersinia infection
hsa05135,4772,NFATC1,Yersinia infection
hsa05135,8517,IKBKG,Yersinia infection
hsa05135,7124,TNF,Yersinia infection
hsa05135,60,ACTB,Yersinia infection
hsa05135,7099,TLR4,Yersinia infection
hsa05135,6300,MAPK12,Yersinia infection
hsa05135,920,CD4,Yersinia infection
hsa05135,3932,LCK,Yersinia infection
hsa05135,2353,FOS,Yersinia infection
hsa05135,3725,JUN,Yersinia infection
hsa05135,5600,MAPK11,Yersinia infection
hsa05135,23118,TAB2,Yersinia infection
hsa05135,3678,ITGA5,Yersinia infection
hsa05135,7410,VAV2,Yersinia infection
hsa05135,10109,ARPC2,Yersinia infection
hsa05140,3725,JUN,Leishmaniasis
hsa05140,7043,TGFB3,Leishmaniasis
hsa05140,3113,HLA-DPA1,Leishmaniasis
hsa05140,4792,NFKBIA,Leishmaniasis
hsa05140,23118,TAB2,Leishmaniasis
hsa05140,2209,FCGR1A,Leishmaniasis
hsa05140,3552,IL1A,Leishmaniasis
hsa05140,3122,HLA-DRA,Leishmaniasis
hsa05140,3458,IFNG,Leishmaniasis
hsa05140,3117,HLA-DQA1,Leishmaniasis
hsa05140,3115,HLA-DPB1,Leishmaniasis
hsa05140,5600,MAPK11,Leishmaniasis
hsa05140,3119,HLA-DQB1,Leishmaniasis
hsa05140,6300,MAPK12,Leishmaniasis
hsa05140,7097,TLR2,Leishmaniasis
hsa05140,3565,IL4,Leishmaniasis
hsa05140,2353,FOS,Leishmaniasis
hsa05140,7099,TLR4,Leishmaniasis
hsa05140,7124,TNF,Leishmaniasis
hsa05140,4689,NCF4,Leishmaniasis
hsa05140,7042,TGFB2,Leishmaniasis
hsa05140,1915,EEF1A1,Leishmaniasis
hsa05140,3112,HLA-DOB,Leishmaniasis
hsa05140,718,C3,Leishmaniasis
hsa05140,3684,ITGAM,Leishmaniasis
hsa05140,1378,CR1,Leishmaniasis
hsa05140,3586,IL10,Leishmaniasis
hsa05140,3593,IL12B,Leishmaniasis
hsa05140,9103,FCGR2C,Leishmaniasis
hsa05140,3592,IL12A,Leishmaniasis
hsa05142,2778,GNAS,Chagas disease
hsa05142,3558,IL2,Chagas disease
hsa05142,3725,JUN,Chagas disease
hsa05142,2770,GNAI1,Chagas disease
hsa05142,3586,IL10,Chagas disease
hsa05142,3592,IL12A,Chagas disease
hsa05142,7043,TGFB3,Chagas disease
hsa05142,5600,MAPK11,Chagas disease
hsa05142,3827,KNG1,Chagas disease
hsa05142,6347,CCL2,Chagas disease
hsa05142,7124,TNF,Chagas disease
hsa05142,6300,MAPK12,Chagas disease
hsa05142,1636,ACE,Chagas disease
hsa05142,5516,PPP2CB,Chagas disease
hsa05142,7099,TLR4,Chagas disease
hsa05142,10333,TLR6,Chagas disease
hsa05142,2353,FOS,Chagas disease
hsa05142,7042,TGFB2,Chagas disease
hsa05142,915,CD3D,Chagas disease
hsa05142,4792,NFKBIA,Chagas disease
hsa05142,919,CD247,Chagas disease
hsa05142,2775,GNAO1,Chagas disease
hsa05142,7097,TLR2,Chagas disease
hsa05142,718,C3,Chagas disease
hsa05142,3576,CXCL8,Chagas disease
hsa05142,3458,IFNG,Chagas disease
hsa05142,3456,IFNB1,Chagas disease
hsa05142,3593,IL12B,Chagas disease
hsa05142,356,FASLG,Chagas disease
hsa05142,3569,IL6,Chagas disease
hsa05142,6352,CCL5,Chagas disease
hsa05142,8517,IKBKG,Chagas disease
hsa05143,3043,HBB,African trypanosomiasis
hsa05143,7412,VCAM1,African trypanosomiasis
hsa05143,3586,IL10,African trypanosomiasis
hsa05143,3569,IL6,African trypanosomiasis
hsa05143,3250,HPR,African trypanosomiasis
hsa05143,335,APOA1,African trypanosomiasis
hsa05143,3592,IL12A,African trypanosomiasis
hsa05143,356,FASLG,African trypanosomiasis
hsa05143,3827,KNG1,African trypanosomiasis
hsa05143,7124,TNF,African trypanosomiasis
hsa05143,3458,IFNG,African trypanosomiasis
hsa05143,3593,IL12B,African trypanosomiasis
hsa05144,3592,IL12A,Malaria
hsa05144,7412,VCAM1,Malaria
hsa05144,6347,CCL2,Malaria
hsa05144,959,CD40LG,Malaria
hsa05144,1311,COMP,Malaria
hsa05144,7124,TNF,Malaria
hsa05144,3569,IL6,Malaria
hsa05144,3043,HBB,Malaria
hsa05144,3586,IL10,Malaria
hsa05144,2994,GYPB,Malaria
hsa05144,7099,TLR4,Malaria
hsa05144,1378,CR1,Malaria
hsa05144,7097,TLR2,Malaria
hsa05144,2532,ACKR1,Malaria
hsa05144,7042,TGFB2,Malaria
hsa05144,2993,GYPA,Malaria
hsa05144,7060,THBS4,Malaria
hsa05144,7058,THBS2,Malaria
hsa05144,7043,TGFB3,Malaria
hsa05144,3082,HGF,Malaria
hsa05144,3576,CXCL8,Malaria
hsa05144,3458,IFNG,Malaria
hsa05144,948,CD36,Malaria
hsa05144,958,CD40,Malaria
hsa05145,2770,GNAI1,Toxoplasmosis
hsa05145,23118,TAB2,Toxoplasmosis
hsa05145,3593,IL12B,Toxoplasmosis
hsa05145,4792,NFKBIA,Toxoplasmosis
hsa05145,7097,TLR2,Toxoplasmosis
hsa05145,958,CD40,Toxoplasmosis
hsa05145,3592,IL12A,Toxoplasmosis
hsa05145,3117,HLA-DQA1,Toxoplasmosis
hsa05145,7099,TLR4,Toxoplasmosis
hsa05145,2775,GNAO1,Toxoplasmosis
hsa05145,7124,TNF,Toxoplasmosis
hsa05145,5600,MAPK11,Toxoplasmosis
hsa05145,7042,TGFB2,Toxoplasmosis
hsa05145,3119,HLA-DQB1,Toxoplasmosis
hsa05145,8517,IKBKG,Toxoplasmosis
hsa05145,3112,HLA-DOB,Toxoplasmosis
hsa05145,959,CD40LG,Toxoplasmosis
hsa05145,5608,MAP2K6,Toxoplasmosis
hsa05145,3458,IFNG,Toxoplasmosis
hsa05145,3587,IL10RA,Toxoplasmosis
hsa05145,3122,HLA-DRA,Toxoplasmosis
hsa05145,3586,IL10,Toxoplasmosis
hsa05145,3588,IL10RB,Toxoplasmosis
hsa05145,1234,CCR5,Toxoplasmosis
hsa05145,3305,HSPA1L,Toxoplasmosis
hsa05145,6300,MAPK12,Toxoplasmosis
hsa05145,3115,HLA-DPB1,Toxoplasmosis
hsa05145,7043,TGFB3,Toxoplasmosis
hsa05145,3310,HSPA6,Toxoplasmosis
hsa05145,3113,HLA-DPA1,Toxoplasmosis
hsa05146,3458,IFNG,Amoebiasis
hsa05146,731,C8A,Amoebiasis
hsa05146,3569,IL6,Amoebiasis
hsa05146,2921,CXCL3,Amoebiasis
hsa05146,3593,IL12B,Amoebiasis
hsa05146,7042,TGFB2,Amoebiasis
hsa05146,732,C8B,Amoebiasis
hsa05146,3684,ITGAM,Amoebiasis
hsa05146,7099,TLR4,Amoebiasis
hsa05146,7850,IL1R2,Amoebiasis
hsa05146,7124,TNF,Amoebiasis
hsa05146,733,C8G,Amoebiasis
hsa05146,383,ARG1,Amoebiasis
hsa05146,7097,TLR2,Amoebiasis
hsa05146,910,CD1B,Amoebiasis
hsa05146,2778,GNAS,Amoebiasis
hsa05146,913,CD1E,Amoebiasis
hsa05146,4583,MUC2,Amoebiasis
hsa05146,911,CD1C,Amoebiasis
hsa05146,7879,RAB7A,Amoebiasis
hsa05146,3554,IL1R1,Amoebiasis
hsa05146,7043,TGFB3,Amoebiasis
hsa05146,6317,SERPINB3,Amoebiasis
hsa05146,735,C9,Amoebiasis
hsa05146,3576,CXCL8,Amoebiasis
hsa05146,912,CD1D,Amoebiasis
hsa05146,909,CD1A,Amoebiasis
hsa05146,3586,IL10,Amoebiasis
hsa05146,3592,IL12A,Amoebiasis
hsa05150,718,C3,Staphylococcus aureus infection
hsa05150,1670,DEFA5,Staphylococcus aureus infection
hsa05150,3684,ITGAM,Staphylococcus aureus infection
hsa05150,1671,DEFA6,Staphylococcus aureus infection
hsa05150,4153,MBL2,Staphylococcus aureus infection
hsa05150,716,C1S,Staphylococcus aureus infection
hsa05150,3115,HLA-DPB1,Staphylococcus aureus infection
hsa05150,2213,FCGR2B,Staphylococcus aureus infection
hsa05150,3112,HLA-DOB,Staphylococcus aureus infection
hsa05150,727,C5,Staphylococcus aureus infection
hsa05150,3122,HLA-DRA,Staphylococcus aureus infection
hsa05150,3119,HLA-DQB1,Staphylococcus aureus infection
hsa05150,1828,DSG1,Staphylococcus aureus infection
hsa05150,9103,FCGR2C,Staphylococcus aureus infection
hsa05150,3117,HLA-DQA1,Staphylococcus aureus infection
hsa05150,2266,FGG,Staphylococcus aureus infection
hsa05150,3113,HLA-DPA1,Staphylococcus aureus infection
hsa05150,1669,DEFA4,Staphylococcus aureus infection
hsa05150,5648,MASP1,Staphylococcus aureus infection
hsa05150,820,CAMP,Staphylococcus aureus infection
hsa05150,717,C2,Staphylococcus aureus infection
hsa05150,10747,MASP2,Staphylococcus aureus infection
hsa05150,2209,FCGR1A,Staphylococcus aureus infection
hsa05150,3586,IL10,Staphylococcus aureus infection
hsa05150,1672,DEFB1,Staphylococcus aureus infection
hsa05152,6300,MAPK12,Tuberculosis
hsa05152,3113,HLA-DPA1,Tuberculosis
hsa05152,3444,IFNA7,Tuberculosis
hsa05152,815,CAMK2A,Tuberculosis
hsa05152,7043,TGFB3,Tuberculosis
hsa05152,3569,IL6,Tuberculosis
hsa05152,9103,FCGR2C,Tuberculosis
hsa05152,3552,IL1A,Tuberculosis
hsa05152,3588,IL10RB,Tuberculosis
hsa05152,51561,IL23A,Tuberculosis
hsa05152,3593,IL12B,Tuberculosis
hsa05152,3443,IFNA6,Tuberculosis
hsa05152,7879,RAB7A,Tuberculosis
hsa05152,718,C3,Tuberculosis
hsa05152,7097,TLR2,Tuberculosis
hsa05152,2213,FCGR2B,Tuberculosis
hsa05152,820,CAMP,Tuberculosis
hsa05152,8844,KSR1,Tuberculosis
hsa05152,3592,IL12A,Tuberculosis
hsa05152,3439,IFNA1,Tuberculosis
hsa05152,3456,IFNB1,Tuberculosis
hsa05152,3451,IFNA17,Tuberculosis
hsa05152,64127,NOD2,Tuberculosis
hsa05152,3117,HLA-DQA1,Tuberculosis
hsa05152,7099,TLR4,Tuberculosis
hsa05152,3119,HLA-DQB1,Tuberculosis
hsa05152,3441,IFNA4,Tuberculosis
hsa05152,7124,TNF,Tuberculosis
hsa05152,3122,HLA-DRA,Tuberculosis
hsa05152,3587,IL10RA,Tuberculosis
hsa05152,1378,CR1,Tuberculosis
hsa05152,3115,HLA-DPB1,Tuberculosis
hsa05152,51806,CALML5,Tuberculosis
hsa05152,9902,MRC2,Tuberculosis
hsa05152,3458,IFNG,Tuberculosis
hsa05152,5600,MAPK11,Tuberculosis
hsa05152,3452,IFNA21,Tuberculosis
hsa05152,3684,ITGAM,Tuberculosis
hsa05152,3586,IL10,Tuberculosis
hsa05152,7042,TGFB2,Tuberculosis
hsa05152,4360,MRC1,Tuberculosis
hsa05152,30835,CD209,Tuberculosis
hsa05152,3446,IFNA10,Tuberculosis
hsa05152,816,CAMK2B,Tuberculosis
hsa05152,3929,LBP,Tuberculosis
hsa05152,3442,IFNA5,Tuberculosis
hsa05152,1520,CTSS,Tuberculosis
hsa05152,10333,TLR6,Tuberculosis
hsa05152,2209,FCGR1A,Tuberculosis
hsa05152,3445,IFNA8,Tuberculosis
hsa05152,7096,TLR1,Tuberculosis
hsa05152,64170,CARD9,Tuberculosis
hsa05152,3440,IFNA2,Tuberculosis
hsa05152,387,RHOA,Tuberculosis
hsa05152,3448,IFNA14,Tuberculosis
hsa05152,3112,HLA-DOB,Tuberculosis
hsa05152,527,ATP6V0C,Tuberculosis
hsa05152,3449,IFNA16,Tuberculosis
hsa05160,3445,IFNA8,Hepatitis C
hsa05160,10379,IRF9,Hepatitis C
hsa05160,3458,IFNG,Hepatitis C
hsa05160,7529,YWHAB,Hepatitis C
hsa05160,356,FASLG,Hepatitis C
hsa05160,3443,IFNA6,Hepatitis C
hsa05160,3451,IFNA17,Hepatitis C
hsa05160,3441,IFNA4,Hepatitis C
hsa05160,5010,CLDN11,Hepatitis C
hsa05160,3442,IFNA5,Hepatitis C
hsa05160,7122,CLDN5,Hepatitis C
hsa05160,7157,TP53,Hepatitis C
hsa05160,3439,IFNA1,Hepatitis C
hsa05160,3434,IFIT1,Hepatitis C
hsa05160,7534,YWHAZ,Hepatitis C
hsa05160,3665,IRF7,Hepatitis C
hsa05160,1017,CDK2,Hepatitis C
hsa05160,9641,IKBKE,Hepatitis C
hsa05160,3456,IFNB1,Hepatitis C
hsa05160,51208,CLDN18,Hepatitis C
hsa05160,4792,NFKBIA,Hepatitis C
hsa05160,7098,TLR3,Hepatitis C
hsa05160,23562,CLDN14,Hepatitis C
hsa05160,3440,IFNA2,Hepatitis C
hsa05160,9074,CLDN6,Hepatitis C
hsa05160,24146,CLDN15,Hepatitis C
hsa05160,3452,IFNA21,Hepatitis C
hsa05160,1870,E2F2,Hepatitis C
hsa05160,8517,IKBKG,Hepatitis C
hsa05160,5516,PPP2CB,Hepatitis C
hsa05160,1869,E2F1,Hepatitis C
hsa05160,3449,IFNA16,Hepatitis C
hsa05160,3448,IFNA14,Hepatitis C
hsa05160,7531,YWHAE,Hepatitis C
hsa05160,1871,E2F3,Hepatitis C
hsa05160,3646,EIF3E,Hepatitis C
hsa05160,3627,CXCL10,Hepatitis C
hsa05160,1956,EGFR,Hepatitis C
hsa05160,7124,TNF,Hepatitis C
hsa05160,3446,IFNA10,Hepatitis C
hsa05160,3444,IFNA7,Hepatitis C
hsa05160,10971,YWHAQ,Hepatitis C
hsa05161,3665,IRF7,Hepatitis B
hsa05161,7043,TGFB3,Hepatitis B
hsa05161,898,CCNE1,Hepatitis B
hsa05161,7042,TGFB2,Hepatitis B
hsa05161,7099,TLR4,Hepatitis B
hsa05161,3444,IFNA7,Hepatitis B
hsa05161,1869,E2F1,Hepatitis B
hsa05161,1870,E2F2,Hepatitis B
hsa05161,3725,JUN,Hepatitis B
hsa05161,10971,YWHAQ,Hepatitis B
hsa05161,7529,YWHAB,Hepatitis B
hsa05161,7534,YWHAZ,Hepatitis B
hsa05161,7157,TP53,Hepatitis B
hsa05161,1871,E2F3,Hepatitis B
hsa05161,4318,MMP9,Hepatitis B
hsa05161,3443,IFNA6,Hepatitis B
hsa05161,3445,IFNA8,Hepatitis B
hsa05161,7098,TLR3,Hepatitis B
hsa05161,3448,IFNA14,Hepatitis B
hsa05161,468,ATF4,Hepatitis B
hsa05161,5608,MAP2K6,Hepatitis B
hsa05161,7097,TLR2,Hepatitis B
hsa05161,3718,JAK3,Hepatitis B
hsa05161,3442,IFNA5,Hepatitis B
hsa05161,3569,IL6,Hepatitis B
hsa05161,8517,IKBKG,Hepatitis B
hsa05161,3451,IFNA17,Hepatitis B
hsa05161,64135,IFIH1,Hepatitis B
hsa05161,3449,IFNA16,Hepatitis B
hsa05161,23118,TAB2,Hepatitis B
hsa05161,1017,CDK2,Hepatitis B
hsa05161,3456,IFNB1,Hepatitis B
hsa05161,3441,IFNA4,Hepatitis B
hsa05161,3452,IFNA21,Hepatitis B
hsa05161,8900,CCNA1,Hepatitis B
hsa05161,2353,FOS,Hepatitis B
hsa05161,3576,CXCL8,Hepatitis B
hsa05161,356,FASLG,Hepatitis B
hsa05161,4089,SMAD4,Hepatitis B
hsa05161,3440,IFNA2,Hepatitis B
hsa05161,3439,IFNA1,Hepatitis B
hsa05161,7124,TNF,Hepatitis B
hsa05161,3446,IFNA10,Hepatitis B
hsa05161,4792,NFKBIA,Hepatitis B
hsa05161,6300,MAPK12,Hepatitis B
hsa05161,5600,MAPK11,Hepatitis B
hsa05161,4776,NFATC4,Hepatitis B
hsa05161,4772,NFATC1,Hepatitis B
hsa05161,9641,IKBKE,Hepatitis B
hsa05162,8667,EIF3H,Measles
hsa05162,868,CBLB,Measles
hsa05162,64135,IFIH1,Measles
hsa05162,3310,HSPA6,Measles
hsa05162,3442,IFNA5,Measles
hsa05162,3449,IFNA16,Measles
hsa05162,356,FASLG,Measles
hsa05162,915,CD3D,Measles
hsa05162,3569,IL6,Measles
hsa05162,3445,IFNA8,Measles
hsa05162,3444,IFNA7,Measles
hsa05162,3440,IFNA2,Measles
hsa05162,940,CD28,Measles
hsa05162,4792,NFKBIA,Measles
hsa05162,3452,IFNA21,Measles
hsa05162,2213,FCGR2B,Measles
hsa05162,3592,IL12A,Measles
hsa05162,3446,IFNA10,Measles
hsa05162,51284,TLR7,Measles
hsa05162,10379,IRF9,Measles
hsa05162,3558,IL2,Measles
hsa05162,3448,IFNA14,Measles
hsa05162,3559,IL2RA,Measles
hsa05162,3443,IFNA6,Measles
hsa05162,8517,IKBKG,Measles
hsa05162,898,CCNE1,Measles
hsa05162,3560,IL2RB,Measles
hsa05162,3441,IFNA4,Measles
hsa05162,2353,FOS,Measles
hsa05162,7097,TLR2,Measles
hsa05162,1017,CDK2,Measles
hsa05162,3665,IRF7,Measles
hsa05162,3451,IFNA17,Measles
hsa05162,3593,IL12B,Measles
hsa05162,7157,TP53,Measles
hsa05162,3725,JUN,Measles
hsa05162,3456,IFNB1,Measles
hsa05162,30835,CD209,Measles
hsa05162,9641,IKBKE,Measles
hsa05162,3439,IFNA1,Measles
hsa05162,3718,JAK3,Measles
hsa05162,23118,TAB2,Measles
hsa05162,3552,IL1A,Measles
hsa05162,3305,HSPA1L,Measles
hsa05162,7099,TLR4,Measles
hsa05163,7157,TP53,Human cytomegalovirus infection
hsa05163,3588,IL10RB,Human cytomegalovirus infection
hsa05163,3451,IFNA17,Human cytomegalovirus infection
hsa05163,1871,E2F3,Human cytomegalovirus infection
hsa05163,1956,EGFR,Human cytomegalovirus infection
hsa05163,5600,MAPK11,Human cytomegalovirus infection
hsa05163,8517,IKBKG,Human cytomegalovirus infection
hsa05163,3446,IFNA10,Human cytomegalovirus infection
hsa05163,356,FASLG,Human cytomegalovirus infection
hsa05163,6300,MAPK12,Human cytomegalovirus infection
hsa05163,468,ATF4,Human cytomegalovirus infection
hsa05163,3442,IFNA5,Human cytomegalovirus infection
hsa05163,3569,IL6,Human cytomegalovirus infection
hsa05163,6352,CCL5,Human cytomegalovirus infection
hsa05163,3444,IFNA7,Human cytomegalovirus infection
hsa05163,3445,IFNA8,Human cytomegalovirus infection
hsa05163,7124,TNF,Human cytomegalovirus infection
hsa05163,2770,GNAI1,Human cytomegalovirus infection
hsa05163,3570,IL6R,Human cytomegalovirus infection
hsa05163,2782,GNB1,Human cytomegalovirus infection
hsa05163,3449,IFNA16,Human cytomegalovirus infection
hsa05163,3576,CXCL8,Human cytomegalovirus infection
hsa05163,2785,GNG3,Human cytomegalovirus infection
hsa05163,3441,IFNA4,Human cytomegalovirus infection
hsa05163,2784,GNB3,Human cytomegalovirus infection
hsa05163,3456,IFNB1,Human cytomegalovirus infection
hsa05163,1232,CCR3,Human cytomegalovirus infection
hsa05163,51806,CALML5,Human cytomegalovirus infection
hsa05163,3452,IFNA21,Human cytomegalovirus infection
hsa05163,2788,GNG7,Human cytomegalovirus infection
hsa05163,1870,E2F2,Human cytomegalovirus infection
hsa05163,3440,IFNA2,Human cytomegalovirus infection
hsa05163,1234,CCR5,Human cytomegalovirus infection
hsa05163,4772,NFATC1,Human cytomegalovirus infection
hsa05163,3554,IL1R1,Human cytomegalovirus infection
hsa05163,3443,IFNA6,Human cytomegalovirus infection
hsa05163,51764,GNG13,Human cytomegalovirus infection
hsa05163,4776,NFATC4,Human cytomegalovirus infection
hsa05163,5156,PDGFRA,Human cytomegalovirus infection
hsa05163,6347,CCL2,Human cytomegalovirus infection
hsa05163,2787,GNG5,Human cytomegalovirus infection
hsa05163,6351,CCL4,Human cytomegalovirus infection
hsa05163,3135,HLA-G,Human cytomegalovirus infection
hsa05163,3690,ITGB3,Human cytomegalovirus infection
hsa05163,3708,ITPR1,Human cytomegalovirus infection
hsa05163,4792,NFKBIA,Human cytomegalovirus infection
hsa05163,1869,E2F1,Human cytomegalovirus infection
hsa05163,6387,CXCL12,Human cytomegalovirus infection
hsa05163,2775,GNAO1,Human cytomegalovirus infection
hsa05163,2778,GNAS,Human cytomegalovirus infection
hsa05163,5608,MAP2K6,Human cytomegalovirus infection
hsa05163,2791,GNG11,Human cytomegalovirus infection
hsa05163,3448,IFNA14,Human cytomegalovirus infection
hsa05163,3587,IL10RA,Human cytomegalovirus infection
hsa05163,387,RHOA,Human cytomegalovirus infection
hsa05163,3439,IFNA1,Human cytomegalovirus infection
hsa05164,9641,IKBKE,Influenza A
hsa05164,3665,IRF7,Influenza A
hsa05164,356,FASLG,Influenza A
hsa05164,293,SLC25A6,Influenza A
hsa05164,51284,TLR7,Influenza A
hsa05164,3445,IFNA8,Influenza A
hsa05164,7124,TNF,Influenza A
hsa05164,56649,TMPRSS4,Influenza A
hsa05164,7099,TLR4,Influenza A
hsa05164,3113,HLA-DPA1,Influenza A
hsa05164,3119,HLA-DQB1,Influenza A
hsa05164,3122,HLA-DRA,Influenza A
hsa05164,6352,CCL5,Influenza A
hsa05164,3446,IFNA10,Influenza A
hsa05164,3569,IL6,Influenza A
hsa05164,3448,IFNA14,Influenza A
hsa05164,292,SLC25A5,Influenza A
hsa05164,3443,IFNA6,Influenza A
hsa05164,10379,IRF9,Influenza A
hsa05164,3441,IFNA4,Influenza A
hsa05164,3627,CXCL10,Influenza A
hsa05164,8766,RAB11A,Influenza A
hsa05164,3115,HLA-DPB1,Influenza A
hsa05164,3456,IFNB1,Influenza A
hsa05164,3440,IFNA2,Influenza A
hsa05164,3117,HLA-DQA1,Influenza A
hsa05164,3458,IFNG,Influenza A
hsa05164,3112,HLA-DOB,Influenza A
hsa05164,8517,IKBKG,Influenza A
hsa05164,56000,NXF3,Influenza A
hsa05164,3593,IL12B,Influenza A
hsa05164,6347,CCL2,Influenza A
hsa05164,3444,IFNA7,Influenza A
hsa05164,7098,TLR3,Influenza A
hsa05164,3452,IFNA21,Influenza A
hsa05164,3449,IFNA16,Influenza A
hsa05164,3576,CXCL8,Influenza A
hsa05164,3451,IFNA17,Influenza A
hsa05164,71,ACTG1,Influenza A
hsa05164,3552,IL1A,Influenza A
hsa05164,60,ACTB,Influenza A
hsa05164,3442,IFNA5,Influenza A
hsa05164,3439,IFNA1,Influenza A
hsa05164,64135,IFIH1,Influenza A
hsa05164,3592,IL12A,Influenza A
hsa05164,4792,NFKBIA,Influenza A
hsa05165,3448,IFNA14,Human papillomavirus infection
hsa05165,3451,IFNA17,Human papillomavirus infection
hsa05165,3678,ITGA5,Human papillomavirus infection
hsa05165,1298,COL9A2,Human papillomavirus infection
hsa05165,8326,FZD9,Human papillomavirus infection
hsa05165,7476,WNT7A,Human papillomavirus infection
hsa05165,1869,E2F1,Human papillomavirus infection
hsa05165,3679,ITGA7,Human papillomavirus infection
hsa05165,3456,IFNB1,Human papillomavirus infection
hsa05165,1017,CDK2,Human papillomavirus infection
hsa05165,3442,IFNA5,Human papillomavirus infection
hsa05165,3680,ITGA9,Human papillomavirus infection
hsa05165,3443,IFNA6,Human papillomavirus infection
hsa05165,3695,ITGB7,Human papillomavirus infection
hsa05165,7480,WNT10B,Human papillomavirus infection
hsa05165,7058,THBS2,Human papillomavirus infection
hsa05165,3674,ITGA2B,Human papillomavirus infection
hsa05165,1740,DLG2,Human papillomavirus infection
hsa05165,5516,PPP2CB,Human papillomavirus infection
hsa05165,51384,WNT16,Human papillomavirus infection
hsa05165,527,ATP6V0C,Human papillomavirus infection
hsa05165,7157,TP53,Human papillomavirus infection
hsa05165,7060,THBS4,Human papillomavirus infection
hsa05165,8515,ITGA10,Human papillomavirus infection
hsa05165,4855,NOTCH4,Human papillomavirus infection
hsa05165,356,FASLG,Human papillomavirus infection
hsa05165,3690,ITGB3,Human papillomavirus infection
hsa05165,3445,IFNA8,Human papillomavirus infection
hsa05165,8517,IKBKG,Human papillomavirus infection
hsa05165,7098,TLR3,Human papillomavirus infection
hsa05165,3452,IFNA21,Human papillomavirus infection
hsa05165,3439,IFNA1,Human papillomavirus infection
hsa05165,1956,EGFR,Human papillomavirus infection
hsa05165,3440,IFNA2,Human papillomavirus infection
hsa05165,8900,CCNA1,Human papillomavirus infection
hsa05165,81029,WNT5B,Human papillomavirus infection
hsa05165,3955,LFNG,Human papillomavirus infection
hsa05165,7283,TUBG1,Human papillomavirus infection
hsa05165,5159,PDGFRB,Human papillomavirus infection
hsa05165,7471,WNT1,Human papillomavirus infection
hsa05165,7143,TNR,Human papillomavirus infection
hsa05165,7474,WNT5A,Human papillomavirus infection
hsa05165,7124,TNF,Human papillomavirus infection
hsa05165,7481,WNT11,Human papillomavirus infection
hsa05165,3441,IFNA4,Human papillomavirus infection
hsa05165,3446,IFNA10,Human papillomavirus infection
hsa05165,3444,IFNA7,Human papillomavirus infection
hsa05165,4854,NOTCH3,Human papillomavirus infection
hsa05165,1311,COMP,Human papillomavirus infection
hsa05165,8516,ITGA8,Human papillomavirus infection
hsa05165,3135,HLA-G,Human papillomavirus infection
hsa05165,7473,WNT3,Human papillomavirus infection
hsa05165,63923,TNN,Human papillomavirus infection
hsa05165,1297,COL9A1,Human papillomavirus infection
hsa05165,9641,IKBKE,Human papillomavirus infection
hsa05165,7479,WNT8B,Human papillomavirus infection
hsa05165,54626,HES2,Human papillomavirus infection
hsa05165,2778,GNAS,Human papillomavirus infection
hsa05165,7855,FZD5,Human papillomavirus infection
hsa05165,3381,IBSP,Human papillomavirus infection
hsa05165,10379,IRF9,Human papillomavirus infection
